Source	Target	edgesize
bn_ASV_000221	ep_ASV_00004	0
bn_ASV_000221	ep_ASV_00018	0
bn_ASV_000221	ep_ASV_00029	0
bn_ASV_000221	ep_ASV_00037	0
bn_ASV_000221	ep_ASV_00127	0
bn_ASV_000221	ep_ASV_00213	0
bn_ASV_000221	ep_ASV_00215	0
bn_ASV_000222	bn_ASV_000037	0
bn_ASV_000222	bn_ASV_000039	0
bn_ASV_000222	bn_ASV_000059	0
bn_ASV_000222	bn_ASV_000067	0
bn_ASV_000222	bn_ASV_000073	0
bn_ASV_000222	bn_ASV_000078	0
bn_ASV_000222	bn_ASV_000080	0
bn_ASV_000222	bn_ASV_000088	0
bn_ASV_000222	bn_ASV_000092	0
bn_ASV_000222	bn_ASV_000102	0
bn_ASV_000222	bn_ASV_000107	0
bn_ASV_000222	bn_ASV_000124	0
bn_ASV_000222	bn_ASV_000125	0
bn_ASV_000222	bn_ASV_000133	0
bn_ASV_000222	bn_ASV_000146	0
bn_ASV_000222	bn_ASV_000170	0
bn_ASV_000222	bn_ASV_000176	1
bn_ASV_000222	bn_ASV_000184	0
bn_ASV_000222	bn_ASV_000193	0
bn_ASV_000222	bn_ASV_000197	0
bn_ASV_000222	bn_ASV_000210	0
bn_ASV_000222	bn_ASV_000213	0
bn_ASV_000222	bn_ASV_000221	0
bn_ASV_000222	bn_ASV_000226	0
bn_ASV_000222	bn_ASV_000230	0
bn_ASV_000222	bn_ASV_000232	0
bn_ASV_000222	bn_ASV_000240	0
bn_ASV_000222	bn_ASV_000244	0
bn_ASV_000222	bn_ASV_000252	0
bn_ASV_000222	bn_ASV_000257	0
bn_ASV_000222	bn_ASV_000262	0
bn_ASV_000222	bn_ASV_000267	1
bn_ASV_000222	bn_ASV_000271	0
bn_ASV_000222	bn_ASV_000279	0
bn_ASV_000222	bn_ASV_000280	0
bn_ASV_000222	bn_ASV_000290	0
bn_ASV_000222	bn_ASV_000294	0
bn_ASV_000222	bn_ASV_000302	0
bn_ASV_000222	bn_ASV_000304	0
bn_ASV_000222	bn_ASV_000306	0
bn_ASV_000222	bn_ASV_000308	0
bn_ASV_000222	bn_ASV_000311	0
bn_ASV_000222	bn_ASV_000314	0
bn_ASV_000222	bn_ASV_000320	0
bn_ASV_000222	bn_ASV_000331	0
bn_ASV_000222	bn_ASV_000333	0
bn_ASV_000222	bn_ASV_000348	0
bn_ASV_000222	bn_ASV_000361	0
bn_ASV_000222	bn_ASV_000378	0
bn_ASV_000222	bn_ASV_000398	0
bn_ASV_000222	bn_ASV_000406	0
bn_ASV_000222	bn_ASV_000411	0
bn_ASV_000222	bn_ASV_000431	0
bn_ASV_000222	bn_ASV_000457	0
bn_ASV_000222	bn_ASV_000474	0
bn_ASV_000222	bn_ASV_000476	0
bn_ASV_000222	bn_ASV_000479	0
bn_ASV_000222	bn_ASV_000484	0
bn_ASV_000222	bn_ASV_000498	0
bn_ASV_000222	bn_ASV_000510	0
bn_ASV_000222	bn_ASV_000511	0
bn_ASV_000222	bn_ASV_000525	0
bn_ASV_000222	bn_ASV_000528	0
bn_ASV_000222	bn_ASV_000596	0
bn_ASV_000222	bn_ASV_000599	0
bn_ASV_000222	bn_ASV_000607	0
bn_ASV_000222	bn_ASV_000692	0
bn_ASV_000222	bn_ASV_000717	0
bn_ASV_000222	bn_ASV_000720	0
bn_ASV_000222	bn_ASV_000814	0
bn_ASV_000222	bn_ASV_000846	0
bn_ASV_000222	bp_ASV_000039	0
bn_ASV_000222	bp_ASV_000059	0
bn_ASV_000222	bp_ASV_000073	0
bn_ASV_000222	bp_ASV_000102	0
bn_ASV_000222	bp_ASV_000113	0
bn_ASV_000222	bp_ASV_000135	0
bn_ASV_000222	bp_ASV_000170	0
bn_ASV_000222	bp_ASV_000193	0
bn_ASV_000222	bp_ASV_000210	0
bn_ASV_000222	bp_ASV_000213	0
bn_ASV_000222	bp_ASV_000222	0
bn_ASV_000222	bp_ASV_000230	0
bn_ASV_000222	bp_ASV_000232	0
bn_ASV_000222	bp_ASV_000244	0
bn_ASV_000222	bp_ASV_000257	0
bn_ASV_000222	bp_ASV_000271	0
bn_ASV_000222	bp_ASV_000279	0
bn_ASV_000222	bp_ASV_000302	0
bn_ASV_000222	bp_ASV_000306	0
bn_ASV_000222	bp_ASV_000308	0
bn_ASV_000222	bp_ASV_000311	0
bn_ASV_000222	bp_ASV_000319	0
bn_ASV_000222	bp_ASV_000348	0
bn_ASV_000222	bp_ASV_000367	0
bn_ASV_000222	bp_ASV_000398	0
bn_ASV_000222	bp_ASV_000402	0
bn_ASV_000222	bp_ASV_000415	0
bn_ASV_000222	bp_ASV_000457	0
bn_ASV_000222	bp_ASV_000599	0
bn_ASV_000222	en_ASV_00016	0
bn_ASV_000222	en_ASV_00053	0
bn_ASV_000222	en_ASV_00092	0
bn_ASV_000222	en_ASV_00096	0
bn_ASV_000222	en_ASV_00112	0
bn_ASV_000222	en_ASV_00140	0
bn_ASV_000222	en_ASV_00197	0
bn_ASV_000222	en_ASV_00366	0
bn_ASV_000222	en_ASV_00406	0
bn_ASV_000222	en_ASV_00472	0
bn_ASV_000222	en_ASV_00547	0
bn_ASV_000222	en_ASV_00570	0
bn_ASV_000222	en_ASV_00583	0
bn_ASV_000222	en_ASV_00636	0
bn_ASV_000222	en_ASV_00683	0
bn_ASV_000222	en_ASV_00715	0
bn_ASV_000222	en_ASV_00766	0
bn_ASV_000222	en_ASV_00804	0
bn_ASV_000222	en_ASV_00848	0
bn_ASV_000222	en_ASV_00879	0
bn_ASV_000222	en_ASV_00954	0
bn_ASV_000222	en_ASV_00969	0
bn_ASV_000222	en_ASV_00983	0
bn_ASV_000222	en_ASV_01061	0
bn_ASV_000222	en_ASV_01063	0
bn_ASV_000222	en_ASV_01073	0
bn_ASV_000222	en_ASV_01138	0
bn_ASV_000222	en_ASV_01180	0
bn_ASV_000222	en_ASV_01194	0
bn_ASV_000222	en_ASV_01234	0
bn_ASV_000222	ep_ASV_00018	0
bn_ASV_000222	ep_ASV_00029	0
bn_ASV_000222	ep_ASV_00070	0
bn_ASV_000222	ep_ASV_00081	0
bn_ASV_000222	ep_ASV_00084	0
bn_ASV_000222	ep_ASV_00127	0
bn_ASV_000222	ep_ASV_00246	0
bn_ASV_000222	ep_ASV_00264	0
bn_ASV_000222	ep_ASV_00301	0
bn_ASV_000222	ep_ASV_00350	0
bn_ASV_000223	bn_ASV_000026	0
bn_ASV_000223	bn_ASV_000037	0
bn_ASV_000223	bn_ASV_000080	0
bn_ASV_000223	bn_ASV_000092	0
bn_ASV_000223	bn_ASV_000115	0
bn_ASV_000223	bn_ASV_000170	0
bn_ASV_000223	bn_ASV_000193	0
bn_ASV_000223	bn_ASV_000210	0
bn_ASV_000223	bn_ASV_000230	0
bn_ASV_000223	bn_ASV_000232	0
bn_ASV_000223	bn_ASV_000233	0
bn_ASV_000223	bn_ASV_000239	0
bn_ASV_000223	bn_ASV_000262	0
bn_ASV_000223	bn_ASV_000271	0
bn_ASV_000223	bn_ASV_000294	0
bn_ASV_000223	bn_ASV_000306	0
bn_ASV_000223	bn_ASV_000308	0
bn_ASV_000223	bn_ASV_000314	0
bn_ASV_000223	bn_ASV_000333	0
bn_ASV_000223	bn_ASV_000348	0
bn_ASV_000223	bn_ASV_000361	0
bn_ASV_000223	bn_ASV_000398	0
bn_ASV_000223	bn_ASV_000413	0
bn_ASV_000223	bn_ASV_000414	0
bn_ASV_000223	bn_ASV_000484	0
bn_ASV_000223	en_ASV_00092	0
bn_ASV_000223	en_ASV_00109	0
bn_ASV_000223	en_ASV_00547	0
bn_ASV_000223	en_ASV_01180	0
bn_ASV_000223	ep_ASV_00065	0
bn_ASV_000226	bn_ASV_000078	0
bn_ASV_000226	bn_ASV_000088	0
bn_ASV_000226	bn_ASV_000089	0
bn_ASV_000226	bn_ASV_000102	0
bn_ASV_000226	bn_ASV_000184	0
bn_ASV_000226	bn_ASV_000193	0
bn_ASV_000226	bn_ASV_000197	0
bn_ASV_000226	bn_ASV_000213	0
bn_ASV_000226	bn_ASV_000230	0
bn_ASV_000226	bn_ASV_000244	0
bn_ASV_000226	bn_ASV_000252	0
bn_ASV_000226	bn_ASV_000257	0
bn_ASV_000226	bn_ASV_000267	1
bn_ASV_000226	bn_ASV_000280	0
bn_ASV_000226	bn_ASV_000298	0
bn_ASV_000226	bn_ASV_000302	0
bn_ASV_000226	bn_ASV_000331	0
bn_ASV_000226	bn_ASV_000333	0
bn_ASV_000226	bn_ASV_000361	0
bn_ASV_000226	bn_ASV_000380	0
bn_ASV_000226	bn_ASV_000398	0
bn_ASV_000226	bn_ASV_000406	0
bn_ASV_000226	bn_ASV_000409	0
bn_ASV_000226	bn_ASV_000411	0
bn_ASV_000226	bn_ASV_000457	0
bn_ASV_000226	bn_ASV_000474	0
bn_ASV_000226	bn_ASV_000479	0
bn_ASV_000226	bn_ASV_000498	0
bn_ASV_000226	bn_ASV_000528	0
bn_ASV_000226	bn_ASV_000607	0
bn_ASV_000226	bn_ASV_000652	0
bn_ASV_000226	bn_ASV_000692	0
bn_ASV_000226	bn_ASV_000720	0
bn_ASV_000226	bn_ASV_000832	0
bn_ASV_000226	bn_ASV_000846	0
bn_ASV_000226	bp_ASV_000059	0
bn_ASV_000226	bp_ASV_000088	0
bn_ASV_000226	bp_ASV_000102	0
bn_ASV_000226	bp_ASV_000213	0
bn_ASV_000226	bp_ASV_000222	0
bn_ASV_000226	bp_ASV_000230	0
bn_ASV_000226	bp_ASV_000244	0
bn_ASV_000226	bp_ASV_000257	0
bn_ASV_000226	bp_ASV_000271	0
bn_ASV_000226	bp_ASV_000279	0
bn_ASV_000226	bp_ASV_000306	0
bn_ASV_000226	bp_ASV_000311	0
bn_ASV_000226	bp_ASV_000319	0
bn_ASV_000226	bp_ASV_000367	0
bn_ASV_000226	bp_ASV_000398	0
bn_ASV_000226	bp_ASV_000402	0
bn_ASV_000226	bp_ASV_000406	0
bn_ASV_000226	bp_ASV_000413	0
bn_ASV_000226	bp_ASV_000415	0
bn_ASV_000226	bp_ASV_000457	0
bn_ASV_000226	bp_ASV_000462	0
bn_ASV_000226	bp_ASV_000599	0
bn_ASV_000226	en_ASV_00016	0
bn_ASV_000226	en_ASV_00053	0
bn_ASV_000226	en_ASV_00092	0
bn_ASV_000226	en_ASV_00112	0
bn_ASV_000226	en_ASV_00406	0
bn_ASV_000226	en_ASV_00472	0
bn_ASV_000226	en_ASV_00504	0
bn_ASV_000226	en_ASV_00547	0
bn_ASV_000226	en_ASV_00583	0
bn_ASV_000226	en_ASV_00636	0
bn_ASV_000226	en_ASV_00804	0
bn_ASV_000226	en_ASV_00879	0
bn_ASV_000226	en_ASV_00954	0
bn_ASV_000226	en_ASV_00983	0
bn_ASV_000226	en_ASV_01061	0
bn_ASV_000226	en_ASV_01063	0
bn_ASV_000226	en_ASV_01073	0
bn_ASV_000226	en_ASV_01138	0
bn_ASV_000226	en_ASV_01194	0
bn_ASV_000226	ep_ASV_00018	0
bn_ASV_000226	ep_ASV_00032	0
bn_ASV_000226	ep_ASV_00246	0
bn_ASV_000226	ep_ASV_00301	0
bn_ASV_000226	ep_ASV_00350	0
bn_ASV_000226	ep_ASV_00364	0
bn_ASV_000226	ep_ASV_00401	0
bn_ASV_000226	ep_ASV_00480	0
bn_ASV_000227	bn_ASV_000115	0
bn_ASV_000227	bn_ASV_000262	0
bn_ASV_000230	bn_ASV_000078	0
bn_ASV_000230	bn_ASV_000088	0
bn_ASV_000230	bn_ASV_000133	0
bn_ASV_000230	bn_ASV_000184	0
bn_ASV_000230	bn_ASV_000193	0
bn_ASV_000230	bn_ASV_000197	0
bn_ASV_000230	bn_ASV_000213	0
bn_ASV_000230	bn_ASV_000239	0
bn_ASV_000230	bn_ASV_000244	0
bn_ASV_000230	bn_ASV_000252	0
bn_ASV_000230	bn_ASV_000277	0
bn_ASV_000230	bn_ASV_000302	0
bn_ASV_000230	bn_ASV_000331	0
bn_ASV_000230	bn_ASV_000333	0
bn_ASV_000230	bn_ASV_000398	0
bn_ASV_000230	bn_ASV_000411	0
bn_ASV_000230	bn_ASV_000457	0
bn_ASV_000230	bn_ASV_000479	0
bn_ASV_000230	bn_ASV_000498	0
bn_ASV_000230	bn_ASV_000607	0
bn_ASV_000230	bn_ASV_000652	0
bn_ASV_000230	bn_ASV_000720	0
bn_ASV_000230	bp_ASV_000088	0
bn_ASV_000230	bp_ASV_000102	0
bn_ASV_000230	bp_ASV_000213	0
bn_ASV_000230	bp_ASV_000222	0
bn_ASV_000230	bp_ASV_000230	0
bn_ASV_000230	bp_ASV_000244	0
bn_ASV_000230	bp_ASV_000257	0
bn_ASV_000230	bp_ASV_000271	0
bn_ASV_000230	bp_ASV_000279	0
bn_ASV_000230	bp_ASV_000306	0
bn_ASV_000230	bp_ASV_000311	0
bn_ASV_000230	bp_ASV_000319	0
bn_ASV_000230	bp_ASV_000367	0
bn_ASV_000230	bp_ASV_000402	0
bn_ASV_000230	bp_ASV_000415	0
bn_ASV_000230	bp_ASV_000457	0
bn_ASV_000230	en_ASV_00016	0
bn_ASV_000230	en_ASV_00112	0
bn_ASV_000230	en_ASV_00206	0
bn_ASV_000230	en_ASV_00406	0
bn_ASV_000230	en_ASV_00547	0
bn_ASV_000230	en_ASV_00583	0
bn_ASV_000230	en_ASV_00612	0
bn_ASV_000230	en_ASV_00636	0
bn_ASV_000230	en_ASV_00804	0
bn_ASV_000230	en_ASV_00879	0
bn_ASV_000230	en_ASV_00954	0
bn_ASV_000230	en_ASV_00983	0
bn_ASV_000230	en_ASV_01061	0
bn_ASV_000230	en_ASV_01063	0
bn_ASV_000230	en_ASV_01073	0
bn_ASV_000230	en_ASV_01138	0
bn_ASV_000230	en_ASV_01194	0
bn_ASV_000230	ep_ASV_00018	0
bn_ASV_000230	ep_ASV_00032	0
bn_ASV_000230	ep_ASV_00037	0
bn_ASV_000230	ep_ASV_00246	0
bn_ASV_000230	ep_ASV_00301	0
bn_ASV_000230	ep_ASV_00350	0
bn_ASV_000230	ep_ASV_00364	0
bn_ASV_000230	ep_ASV_00401	0
bn_ASV_000232	bn_ASV_000037	0
bn_ASV_000232	bn_ASV_000073	0
bn_ASV_000232	bn_ASV_000078	0
bn_ASV_000232	bn_ASV_000088	0
bn_ASV_000232	bn_ASV_000102	0
bn_ASV_000232	bn_ASV_000107	0
bn_ASV_000232	bn_ASV_000133	0
bn_ASV_000232	bn_ASV_000184	0
bn_ASV_000232	bn_ASV_000193	0
bn_ASV_000232	bn_ASV_000213	0
bn_ASV_000232	bn_ASV_000226	0
bn_ASV_000232	bn_ASV_000230	0
bn_ASV_000232	bn_ASV_000239	0
bn_ASV_000232	bn_ASV_000244	0
bn_ASV_000232	bn_ASV_000252	0
bn_ASV_000232	bn_ASV_000257	0
bn_ASV_000232	bn_ASV_000262	0
bn_ASV_000232	bn_ASV_000267	1
bn_ASV_000232	bn_ASV_000280	0
bn_ASV_000232	bn_ASV_000290	0
bn_ASV_000232	bn_ASV_000294	0
bn_ASV_000232	bn_ASV_000298	0
bn_ASV_000232	bn_ASV_000302	0
bn_ASV_000232	bn_ASV_000308	0
bn_ASV_000232	bn_ASV_000311	0
bn_ASV_000232	bn_ASV_000333	0
bn_ASV_000232	bn_ASV_000348	0
bn_ASV_000232	bn_ASV_000361	0
bn_ASV_000232	bn_ASV_000380	0
bn_ASV_000232	bn_ASV_000398	0
bn_ASV_000232	bn_ASV_000406	0
bn_ASV_000232	bn_ASV_000409	0
bn_ASV_000232	bn_ASV_000411	0
bn_ASV_000232	bn_ASV_000425	0
bn_ASV_000232	bn_ASV_000431	0
bn_ASV_000232	bn_ASV_000457	0
bn_ASV_000232	bn_ASV_000474	0
bn_ASV_000232	bn_ASV_000476	0
bn_ASV_000232	bn_ASV_000479	0
bn_ASV_000232	bn_ASV_000498	0
bn_ASV_000232	bn_ASV_000511	0
bn_ASV_000232	bn_ASV_000528	0
bn_ASV_000232	bn_ASV_000607	0
bn_ASV_000232	bn_ASV_000652	0
bn_ASV_000232	bn_ASV_000720	0
bn_ASV_000232	bn_ASV_000846	0
bn_ASV_000232	bp_ASV_000059	0
bn_ASV_000232	bp_ASV_000088	0
bn_ASV_000232	bp_ASV_000102	0
bn_ASV_000232	bp_ASV_000113	0
bn_ASV_000232	bp_ASV_000170	0
bn_ASV_000232	bp_ASV_000210	0
bn_ASV_000232	bp_ASV_000213	0
bn_ASV_000232	bp_ASV_000222	0
bn_ASV_000232	bp_ASV_000230	0
bn_ASV_000232	bp_ASV_000244	0
bn_ASV_000232	bp_ASV_000257	0
bn_ASV_000232	bp_ASV_000271	0
bn_ASV_000232	bp_ASV_000279	0
bn_ASV_000232	bp_ASV_000302	0
bn_ASV_000232	bp_ASV_000306	0
bn_ASV_000232	bp_ASV_000308	0
bn_ASV_000232	bp_ASV_000311	0
bn_ASV_000232	bp_ASV_000319	0
bn_ASV_000232	bp_ASV_000333	0
bn_ASV_000232	bp_ASV_000348	0
bn_ASV_000232	bp_ASV_000367	0
bn_ASV_000232	bp_ASV_000398	0
bn_ASV_000232	bp_ASV_000402	0
bn_ASV_000232	bp_ASV_000413	0
bn_ASV_000232	bp_ASV_000415	0
bn_ASV_000232	bp_ASV_000457	0
bn_ASV_000232	bp_ASV_000462	0
bn_ASV_000232	bp_ASV_000599	0
bn_ASV_000232	en_ASV_00016	0
bn_ASV_000232	en_ASV_00053	0
bn_ASV_000232	en_ASV_00092	0
bn_ASV_000232	en_ASV_00112	0
bn_ASV_000232	en_ASV_00406	0
bn_ASV_000232	en_ASV_00428	0
bn_ASV_000232	en_ASV_00472	0
bn_ASV_000232	en_ASV_00504	0
bn_ASV_000232	en_ASV_00547	0
bn_ASV_000232	en_ASV_00570	0
bn_ASV_000232	en_ASV_00583	0
bn_ASV_000232	en_ASV_00636	0
bn_ASV_000232	en_ASV_00683	0
bn_ASV_000232	en_ASV_00715	0
bn_ASV_000232	en_ASV_00751	0
bn_ASV_000232	en_ASV_00804	0
bn_ASV_000232	en_ASV_00848	0
bn_ASV_000232	en_ASV_00879	0
bn_ASV_000232	en_ASV_00954	0
bn_ASV_000232	en_ASV_00969	0
bn_ASV_000232	en_ASV_00983	0
bn_ASV_000232	en_ASV_01061	0
bn_ASV_000232	en_ASV_01073	0
bn_ASV_000232	en_ASV_01138	0
bn_ASV_000232	en_ASV_01161	0
bn_ASV_000232	en_ASV_01180	0
bn_ASV_000232	en_ASV_01194	0
bn_ASV_000232	ep_ASV_00018	0
bn_ASV_000232	ep_ASV_00029	0
bn_ASV_000232	ep_ASV_00032	0
bn_ASV_000232	ep_ASV_00037	0
bn_ASV_000232	ep_ASV_00044	0
bn_ASV_000232	ep_ASV_00070	0
bn_ASV_000232	ep_ASV_00084	0
bn_ASV_000232	ep_ASV_00127	0
bn_ASV_000232	ep_ASV_00130	0
bn_ASV_000232	ep_ASV_00162	0
bn_ASV_000232	ep_ASV_00213	0
bn_ASV_000232	ep_ASV_00215	0
bn_ASV_000232	ep_ASV_00246	0
bn_ASV_000232	ep_ASV_00264	0
bn_ASV_000232	ep_ASV_00301	0
bn_ASV_000232	ep_ASV_00317	0
bn_ASV_000232	ep_ASV_00350	0
bn_ASV_000232	ep_ASV_00363	0
bn_ASV_000232	ep_ASV_00364	0
bn_ASV_000232	ep_ASV_00460	0
bn_ASV_000233	bn_ASV_000026	0
bn_ASV_000233	bn_ASV_000037	0
bn_ASV_000233	bn_ASV_000080	0
bn_ASV_000233	bn_ASV_000092	0
bn_ASV_000233	bn_ASV_000115	0
bn_ASV_000233	bn_ASV_000125	0
bn_ASV_000233	bn_ASV_000146	0
bn_ASV_000233	bn_ASV_000170	0
bn_ASV_000233	bn_ASV_000184	0
bn_ASV_000233	bn_ASV_000222	0
bn_ASV_000233	bn_ASV_000226	0
bn_ASV_000233	bn_ASV_000227	0
bn_ASV_000233	bn_ASV_000232	0
bn_ASV_000233	bn_ASV_000240	0
bn_ASV_000233	bn_ASV_000262	0
bn_ASV_000233	bn_ASV_000289	0
bn_ASV_000233	bn_ASV_000304	0
bn_ASV_000233	bn_ASV_000308	0
bn_ASV_000233	bn_ASV_000331	0
bn_ASV_000233	bn_ASV_000333	0
bn_ASV_000233	bn_ASV_000348	0
bn_ASV_000233	bn_ASV_000411	0
bn_ASV_000233	bn_ASV_000426	0
bn_ASV_000233	bn_ASV_000470	0
bn_ASV_000233	bn_ASV_000484	0
bn_ASV_000239	bn_ASV_000078	0
bn_ASV_000239	bn_ASV_000175	0
bn_ASV_000239	bn_ASV_000333	0
bn_ASV_000239	en_ASV_00112	0
bn_ASV_000239	en_ASV_00583	0
bn_ASV_000240	bn_ASV_000007	0
bn_ASV_000240	bn_ASV_000010	0
bn_ASV_000240	bn_ASV_000026	0
bn_ASV_000240	bn_ASV_000037	0
bn_ASV_000240	bn_ASV_000102	0
bn_ASV_000240	bn_ASV_000115	0
bn_ASV_000240	bn_ASV_000125	0
bn_ASV_000240	bn_ASV_000133	0
bn_ASV_000240	bn_ASV_000146	0
bn_ASV_000240	bn_ASV_000193	0
bn_ASV_000240	bn_ASV_000210	0
bn_ASV_000240	bn_ASV_000213	0
bn_ASV_000240	bn_ASV_000226	0
bn_ASV_000240	bn_ASV_000230	0
bn_ASV_000240	bn_ASV_000262	0
bn_ASV_000240	bn_ASV_000289	0
bn_ASV_000240	bn_ASV_000308	0
bn_ASV_000240	bn_ASV_000348	0
bn_ASV_000240	bn_ASV_000398	0
bn_ASV_000240	bn_ASV_000406	0
bn_ASV_000240	bn_ASV_000511	0
bn_ASV_000240	en_ASV_00547	0
bn_ASV_000240	en_ASV_00636	0
bn_ASV_000240	en_ASV_00683	0
bn_ASV_000244	bn_ASV_000193	0
bn_ASV_000244	bn_ASV_000302	0
bn_ASV_000244	bn_ASV_000457	0
bn_ASV_000244	bn_ASV_000607	0
bn_ASV_000244	bp_ASV_000080	0
bn_ASV_000244	bp_ASV_000088	0
bn_ASV_000244	bp_ASV_000102	0
bn_ASV_000244	bp_ASV_000222	0
bn_ASV_000244	bp_ASV_000244	0
bn_ASV_000244	bp_ASV_000257	0
bn_ASV_000244	bp_ASV_000271	0
bn_ASV_000244	bp_ASV_000279	0
bn_ASV_000244	bp_ASV_000306	0
bn_ASV_000244	bp_ASV_000319	0
bn_ASV_000244	bp_ASV_000367	0
bn_ASV_000244	bp_ASV_000406	0
bn_ASV_000244	bp_ASV_000415	0
bn_ASV_000244	bp_ASV_000457	0
bn_ASV_000244	bp_ASV_000462	0
bn_ASV_000244	en_ASV_00206	0
bn_ASV_000244	en_ASV_00406	0
bn_ASV_000244	en_ASV_00504	0
bn_ASV_000244	en_ASV_00583	0
bn_ASV_000244	en_ASV_00804	0
bn_ASV_000244	en_ASV_00879	0
bn_ASV_000244	en_ASV_01073	0
bn_ASV_000244	en_ASV_01138	0
bn_ASV_000244	en_ASV_01161	0
bn_ASV_000244	en_ASV_01194	0
bn_ASV_000244	ep_ASV_00301	0
bn_ASV_000244	ep_ASV_00364	0
bn_ASV_000245	bn_ASV_000079	1
bn_ASV_000245	bn_ASV_000757	0
bn_ASV_000245	bp_ASV_000062	0
bn_ASV_000245	bp_ASV_000161	0
bn_ASV_000248	bn_ASV_000037	0
bn_ASV_000248	bn_ASV_000039	0
bn_ASV_000248	bn_ASV_000067	0
bn_ASV_000248	bn_ASV_000073	0
bn_ASV_000248	bn_ASV_000080	0
bn_ASV_000248	bn_ASV_000102	0
bn_ASV_000248	bn_ASV_000107	0
bn_ASV_000248	bn_ASV_000113	0
bn_ASV_000248	bn_ASV_000118	0
bn_ASV_000248	bn_ASV_000170	0
bn_ASV_000248	bn_ASV_000176	1
bn_ASV_000248	bn_ASV_000193	0
bn_ASV_000248	bn_ASV_000209	0
bn_ASV_000248	bn_ASV_000210	0
bn_ASV_000248	bn_ASV_000213	0
bn_ASV_000248	bn_ASV_000221	0
bn_ASV_000248	bn_ASV_000222	0
bn_ASV_000248	bn_ASV_000226	0
bn_ASV_000248	bn_ASV_000230	0
bn_ASV_000248	bn_ASV_000232	0
bn_ASV_000248	bn_ASV_000244	0
bn_ASV_000248	bn_ASV_000252	0
bn_ASV_000248	bn_ASV_000257	0
bn_ASV_000248	bn_ASV_000267	1
bn_ASV_000248	bn_ASV_000268	0
bn_ASV_000248	bn_ASV_000271	0
bn_ASV_000248	bn_ASV_000279	0
bn_ASV_000248	bn_ASV_000280	0
bn_ASV_000248	bn_ASV_000290	0
bn_ASV_000248	bn_ASV_000294	0
bn_ASV_000248	bn_ASV_000298	0
bn_ASV_000248	bn_ASV_000302	0
bn_ASV_000248	bn_ASV_000306	0
bn_ASV_000248	bn_ASV_000308	0
bn_ASV_000248	bn_ASV_000311	0
bn_ASV_000248	bn_ASV_000314	0
bn_ASV_000248	bn_ASV_000320	0
bn_ASV_000248	bn_ASV_000331	0
bn_ASV_000248	bn_ASV_000347	0
bn_ASV_000248	bn_ASV_000348	0
bn_ASV_000248	bn_ASV_000361	0
bn_ASV_000248	bn_ASV_000378	0
bn_ASV_000248	bn_ASV_000380	0
bn_ASV_000248	bn_ASV_000398	0
bn_ASV_000248	bn_ASV_000402	0
bn_ASV_000248	bn_ASV_000406	0
bn_ASV_000248	bn_ASV_000409	0
bn_ASV_000248	bn_ASV_000415	0
bn_ASV_000248	bn_ASV_000425	0
bn_ASV_000248	bn_ASV_000440	0
bn_ASV_000248	bn_ASV_000457	0
bn_ASV_000248	bn_ASV_000470	0
bn_ASV_000248	bn_ASV_000474	0
bn_ASV_000248	bn_ASV_000511	0
bn_ASV_000248	bn_ASV_000525	0
bn_ASV_000248	bn_ASV_000528	0
bn_ASV_000248	bn_ASV_000573	0
bn_ASV_000248	bn_ASV_000596	0
bn_ASV_000248	bn_ASV_000615	0
bn_ASV_000248	bn_ASV_000692	0
bn_ASV_000248	bp_ASV_000059	0
bn_ASV_000248	bp_ASV_000073	0
bn_ASV_000248	bp_ASV_000102	0
bn_ASV_000248	bp_ASV_000135	0
bn_ASV_000248	bp_ASV_000170	0
bn_ASV_000248	bp_ASV_000193	0
bn_ASV_000248	bp_ASV_000213	0
bn_ASV_000248	bp_ASV_000222	0
bn_ASV_000248	bp_ASV_000232	0
bn_ASV_000248	bp_ASV_000244	0
bn_ASV_000248	bp_ASV_000271	0
bn_ASV_000248	bp_ASV_000279	0
bn_ASV_000248	bp_ASV_000290	0
bn_ASV_000248	bp_ASV_000306	0
bn_ASV_000248	bp_ASV_000311	0
bn_ASV_000248	bp_ASV_000319	0
bn_ASV_000248	bp_ASV_000348	0
bn_ASV_000248	bp_ASV_000367	0
bn_ASV_000248	bp_ASV_000380	0
bn_ASV_000248	bp_ASV_000406	0
bn_ASV_000248	bp_ASV_000415	0
bn_ASV_000248	en_ASV_00016	0
bn_ASV_000248	en_ASV_00053	0
bn_ASV_000248	en_ASV_00092	0
bn_ASV_000248	en_ASV_00109	0
bn_ASV_000248	en_ASV_00406	0
bn_ASV_000248	en_ASV_00504	0
bn_ASV_000248	en_ASV_00512	0
bn_ASV_000248	en_ASV_00547	0
bn_ASV_000248	en_ASV_00570	0
bn_ASV_000248	en_ASV_00636	0
bn_ASV_000248	en_ASV_00683	0
bn_ASV_000248	en_ASV_00696	0
bn_ASV_000248	en_ASV_00715	0
bn_ASV_000248	en_ASV_00766	0
bn_ASV_000248	en_ASV_00804	0
bn_ASV_000248	en_ASV_00879	0
bn_ASV_000248	en_ASV_00969	0
bn_ASV_000248	en_ASV_00983	0
bn_ASV_000248	en_ASV_01061	0
bn_ASV_000248	en_ASV_01063	0
bn_ASV_000248	en_ASV_01073	0
bn_ASV_000248	en_ASV_01138	0
bn_ASV_000248	en_ASV_01161	0
bn_ASV_000248	en_ASV_01180	0
bn_ASV_000248	en_ASV_01194	0
