Source	Target	LS	Xs	Len	MutualInformation	percentage_co_occurrence	intersection	union	J
bp_ASV_000170	ep_ASV_00127	0.711346	1	120	0.575625	70.967742	44	62	0.709677419354839
bp_ASV_000170	ep_ASV_00152	0.566114	1	120	0.449579	58.333333	35	60	0.583333333333333
bp_ASV_000170	ep_ASV_00162	0.569069	1	118	0.373167	54.545455	30	55	0.545454545454545
bp_ASV_000170	ep_ASV_00213	0.651183	1	120	0.653056	64.179104	43	67	0.641791044776119
bp_ASV_000170	ep_ASV_00216	0.522828	5	116	0.322681	57.627119	34	59	0.576271186440678
bp_ASV_000170	ep_ASV_00232	0.578856	1	120	0.421228	53.448276	31	58	0.53448275862069
bp_ASV_000170	ep_ASV_00246	0.785861	1	120	0.775613	82	41	50	0.82
bp_ASV_000170	ep_ASV_00264	0.671652	1	120	0.434276	64.285714	36	56	0.642857142857143
bp_ASV_000170	ep_ASV_00301	0.583759	1	120	0.475784	66.666667	36	54	0.666666666666667
bp_ASV_000170	ep_ASV_00317	0.521144	1	120	0.480055	63.934426	39	61	0.639344262295082
bp_ASV_000170	ep_ASV_00350	0.538267	5	116	0.45374	67.857143	38	56	0.678571428571429
bp_ASV_000170	ep_ASV_00357	0.521455	1	116	0.599698	60.9375	39	64	0.609375
bp_ASV_000170	ep_ASV_00363	0.485433	1	120	0.315801	53.968254	34	63	0.53968253968254
bp_ASV_000170	ep_ASV_00379	0.557795	1	120	0.417841	58.730159	37	63	0.587301587301587
bp_ASV_000170	ep_ASV_00401	0.52119	1	120	0.411494	56.896552	33	58	0.568965517241379
bp_ASV_000170	ep_ASV_00460	0.514813	1	120	0.485822	53.030303	35	66	0.53030303030303
bp_ASV_000170	ep_ASV_00480	0.590322	3	118	0.552943	64.285714	36	56	0.642857142857143
bp_ASV_000170	ep_ASV_00516	0.501224	8	113	0.281224	52.380952	33	63	0.523809523809524
bp_ASV_000170	ep_ASV_00552	0.503586	1	120	0.414622	60	33	55	0.6
bp_ASV_000179	bn_ASV_000067	0.573563	1	120	0.372073	53.333333	40	75	0.533333333333333
bp_ASV_000179	bn_ASV_000113	0.563397	1	120	0.437909	52.173913	36	69	0.521739130434783
bp_ASV_000179	bn_ASV_000179	0.608221	4	117	0.32763	55.421687	46	83	0.55421686746988
bp_ASV_000179	bn_ASV_000221	0.535302	1	120	0.495148	50.574713	44	87	0.505747126436782
bp_ASV_000179	bp_ASV_000041	0.533463	4	117	0.483731	53.846154	56	104	0.538461538461538
bp_ASV_000179	bp_ASV_000113	0.617473	1	120	0.434579	56.716418	38	67	0.567164179104478
bp_ASV_000179	bp_ASV_000136	0.48806	3	115	0.339717	50.704225	36	71	0.507042253521127
bp_ASV_000179	bp_ASV_000256	0.520095	3	118	0.386927	51.948052	40	77	0.519480519480519
bp_ASV_000179	bp_ASV_000393	0.63176	3	118	0.498511	52.459016	32	61	0.524590163934426
bp_ASV_000179	bp_ASV_000406	0.640813	1	120	0.476021	53.225806	33	62	0.532258064516129
bp_ASV_000179	ep_ASV_00243	0.568284	1	120	0.418065	50.704225	36	71	0.507042253521127
bp_ASV_000183	bp_ASV_000062	0.546887	1	119	0.497396	57.627119	34	59	0.576271186440678
bp_ASV_000183	bp_ASV_000077	0.513598	1	120	0.420143	56	42	75	0.56
bp_ASV_000183	bp_ASV_000156	0.512947	1	120	0.499745	58.461538	38	65	0.584615384615385
bp_ASV_000183	bp_ASV_000219	0.526152	1	119	0.412825	52.173913	36	69	0.521739130434783
bp_ASV_000183	en_ASV_00059	0.569574	1	120	0.376338	62.711864	37	59	0.627118644067797
bp_ASV_000183	en_ASV_00310	0.524078	1	120	0.38932	53.571429	30	56	0.535714285714286
bp_ASV_000183	ep_ASV_00164	0.52544	7	114	0.347544	53.703704	29	54	0.537037037037037
bp_ASV_000183	ep_ASV_00171	0.523839	1	120	0.421477	52.459016	32	61	0.524590163934426
bp_ASV_000184	bp_ASV_000001	-0.548771	1	119	0.397262	58.62069	68	116	0.586206896551724
bp_ASV_000184	bp_ASV_000007	0.495954	2	119	0.522446	69.747899	83	119	0.697478991596639
bp_ASV_000184	bp_ASV_000012	-0.513523	1	119	0.318758	54.310345	63	116	0.543103448275862
bp_ASV_000184	bp_ASV_000026	0.56765	2	119	0.379511	72.972973	81	111	0.72972972972973
bp_ASV_000184	bp_ASV_000039	0.575314	1	120	0.480105	64.130435	59	92	0.641304347826087
bp_ASV_000184	bp_ASV_000210	0.56487	1	120	0.415841	61.627907	53	86	0.616279069767442
bp_ASV_000184	bp_ASV_000230	0.520817	1	120	0.42921	60.227273	53	88	0.602272727272727
bp_ASV_000184	bp_ASV_000308	0.54975	6	115	0.336672	53.488372	46	86	0.534883720930233
bp_ASV_000184	ep_ASV_00018	0.556983	1	120	0.516454	59.340659	54	91	0.593406593406593
bp_ASV_000184	ep_ASV_00023	0.527376	1	120	0.229336	60.43956	55	91	0.604395604395604
bp_ASV_000184	ep_ASV_00037	0.499845	1	120	0.44121	65.656566	65	99	0.656565656565657
bp_ASV_000184	ep_ASV_00213	0.507356	1	120	0.48611	55.913978	52	93	0.559139784946237
bp_ASV_000193	bn_ASV_000037	0.656151	1	120	0.648096	63.291139	50	79	0.632911392405063
bp_ASV_000193	bn_ASV_000039	0.66394	1	120	0.493209	68.055556	49	72	0.680555555555556
bp_ASV_000193	bn_ASV_000059	0.608716	1	120	0.57849	64.864865	48	74	0.648648648648649
bp_ASV_000193	bn_ASV_000073	0.733001	1	120	0.672601	75.384615	49	65	0.753846153846154
bp_ASV_000193	bn_ASV_000088	0.675243	1	120	0.534728	56.179775	50	89	0.561797752808989
bp_ASV_000193	bn_ASV_000102	0.727699	1	120	0.616868	62.5	50	80	0.625
bp_ASV_000193	bn_ASV_000107	0.72425	1	120	0.591586	72.727273	48	66	0.727272727272727
bp_ASV_000193	bn_ASV_000125	0.572092	1	120	0.540133	52.747253	48	91	0.527472527472527
bp_ASV_000193	bn_ASV_000133	0.560583	1	120	0.459676	53.333333	48	90	0.533333333333333
bp_ASV_000193	bn_ASV_000146	0.527971	1	120	0.406827	50.561798	45	89	0.50561797752809
bp_ASV_000193	bn_ASV_000184	0.558786	1	120	0.461201	57.692308	45	78	0.576923076923077
bp_ASV_000193	bn_ASV_000193	0.721348	1	120	0.74844	75	45	60	0.75
bp_ASV_000193	bn_ASV_000197	0.539045	1	118	0.436599	55.555556	35	63	0.555555555555556
bp_ASV_000193	bn_ASV_000210	0.644467	1	120	0.546032	65.625	42	64	0.65625
bp_ASV_000193	bn_ASV_000213	0.745589	1	120	0.688699	77.192982	44	57	0.771929824561403
bp_ASV_000193	bn_ASV_000226	0.758649	1	120	0.721689	71.929825	41	57	0.719298245614035
bp_ASV_000193	bn_ASV_000230	0.618141	1	120	0.603898	69.84127	44	63	0.698412698412698
bp_ASV_000193	bn_ASV_000232	0.639658	1	120	0.620834	67.79661	40	59	0.677966101694915
bp_ASV_000193	bn_ASV_000244	0.617	1	120	0.590373	68.181818	45	66	0.681818181818182
bp_ASV_000193	bn_ASV_000252	0.691103	1	120	0.532678	71.186441	42	59	0.711864406779661
bp_ASV_000193	bn_ASV_000257	0.676424	1	120	0.49885	58.62069	34	58	0.586206896551724
bp_ASV_000193	bn_ASV_000271	0.698092	1	120	0.617502	70.689655	41	58	0.706896551724138
bp_ASV_000193	bn_ASV_000280	0.732819	1	120	0.698957	74.074074	40	54	0.740740740740741
bp_ASV_000193	bn_ASV_000290	0.701898	1	120	0.609859	67.272727	37	55	0.672727272727273
bp_ASV_000193	bn_ASV_000294	0.628146	1	120	0.571168	57.142857	32	56	0.571428571428571
bp_ASV_000193	bn_ASV_000298	0.569944	1	120	0.449197	59.649123	34	57	0.596491228070175
bp_ASV_000193	bn_ASV_000302	0.650277	1	118	0.556107	64.912281	37	57	0.649122807017544
bp_ASV_000193	bn_ASV_000306	0.713481	1	120	0.68907	69.090909	38	55	0.690909090909091
bp_ASV_000193	bn_ASV_000308	0.616171	1	120	0.565353	63.492063	40	63	0.634920634920635
bp_ASV_000193	bn_ASV_000311	0.64806	1	120	0.489772	56.666667	34	60	0.566666666666667
bp_ASV_000193	bn_ASV_000320	0.646433	1	120	0.539233	52.542373	31	59	0.525423728813559
bp_ASV_000193	bn_ASV_000331	0.612641	1	120	0.456649	60.869565	42	69	0.608695652173913
bp_ASV_000193	bn_ASV_000333	0.578659	2	119	0.398247	61.016949	36	59	0.610169491525424
bp_ASV_000193	bn_ASV_000348	0.642919	1	120	0.617996	61.290323	38	62	0.612903225806452
bp_ASV_000193	bn_ASV_000361	0.549091	1	120	0.532063	66.666667	40	60	0.666666666666667
bp_ASV_000193	bn_ASV_000378	0.685002	1	120	0.664037	70.175439	40	57	0.701754385964912
bp_ASV_000193	bn_ASV_000380	0.62831	4	117	0.543854	53.125	34	64	0.53125
bp_ASV_000193	bn_ASV_000398	0.60453	5	116	0.536072	67.241379	39	58	0.672413793103448
bp_ASV_000193	bn_ASV_000406	0.556779	4	117	0.44814	52.380952	33	63	0.523809523809524
bp_ASV_000193	bn_ASV_000409	0.535542	4	117	0.481812	50.909091	28	55	0.509090909090909
bp_ASV_000193	bn_ASV_000411	0.546523	1	119	0.361818	54.237288	32	59	0.542372881355932
bp_ASV_000193	bn_ASV_000425	0.562846	1	120	0.511231	55.172414	32	58	0.551724137931034
bp_ASV_000193	bn_ASV_000431	0.609132	4	117	0.469421	59.322034	35	59	0.593220338983051
bp_ASV_000193	bn_ASV_000457	0.64162	1	120	0.607336	63.636364	35	55	0.636363636363636
bp_ASV_000193	bn_ASV_000474	0.497679	1	118	0.496195	58.064516	36	62	0.580645161290323
bp_ASV_000193	bn_ASV_000476	0.657529	3	118	0.507979	59.259259	32	54	0.592592592592593
bp_ASV_000193	bn_ASV_000479	0.610007	1	120	0.413313	52.727273	29	55	0.527272727272727
bp_ASV_000193	bn_ASV_000510	0.610852	1	120	0.557187	59.259259	32	54	0.592592592592593
bp_ASV_000193	bn_ASV_000511	0.644523	4	117	0.636911	65.517241	38	58	0.655172413793103
bp_ASV_000193	bn_ASV_000528	0.720624	1	120	0.538097	57.142857	32	56	0.571428571428571
bp_ASV_000193	bn_ASV_000596	0.704556	1	118	0.500666	58.490566	31	53	0.584905660377358
bp_ASV_000193	bn_ASV_000607	0.684214	1	119	0.563593	66.071429	37	56	0.660714285714286
bp_ASV_000193	bn_ASV_000717	0.626237	1	118	0.460635	55.357143	31	56	0.553571428571429
bp_ASV_000193	bn_ASV_000720	0.607492	3	118	0.49664	53.703704	29	54	0.537037037037037
bp_ASV_000193	bn_ASV_000814	0.612357	1	120	0.501112	58.490566	31	53	0.584905660377358
bp_ASV_000193	bp_ASV_000039	0.721283	1	120	0.637659	72.857143	51	70	0.728571428571429
bp_ASV_000193	bp_ASV_000059	0.713042	1	120	0.704903	73.239437	52	71	0.732394366197183
bp_ASV_000193	bp_ASV_000080	0.725702	1	120	0.618091	60.714286	51	84	0.607142857142857
bp_ASV_000193	bp_ASV_000081	0.506072	4	117	0.531206	56.410256	44	78	0.564102564102564
bp_ASV_000193	bp_ASV_000088	0.797604	1	120	0.713266	65.384615	51	78	0.653846153846154
bp_ASV_000193	bp_ASV_000102	0.829444	1	120	0.853129	72.058824	49	68	0.720588235294118
bp_ASV_000193	bp_ASV_000113	0.70161	1	120	0.623822	74.137931	43	58	0.741379310344828
bp_ASV_000193	bp_ASV_000125	0.589361	1	120	0.513382	51	51	100	0.51
bp_ASV_000193	bp_ASV_000146	0.680986	1	120	0.601373	55.434783	51	92	0.554347826086957
bp_ASV_000193	bp_ASV_000170	0.8808	1	120	0.905695	87.037037	47	54	0.87037037037037
bp_ASV_000193	bp_ASV_000197	0.57773	2	119	0.534206	59.016393	36	61	0.590163934426229
bp_ASV_000193	bp_ASV_000210	0.748015	1	120	0.545448	75.806452	47	62	0.758064516129032
bp_ASV_000193	bp_ASV_000213	0.864233	1	120	0.90166	85.714286	48	56	0.857142857142857
bp_ASV_000193	bp_ASV_000222	0.767546	1	120	0.581491	72.727273	40	55	0.727272727272727
bp_ASV_000193	bp_ASV_000230	0.712143	1	120	0.577121	76.190476	48	63	0.761904761904762
bp_ASV_000193	bp_ASV_000244	0.776334	2	119	0.710204	73.333333	44	60	0.733333333333333
bp_ASV_000193	bp_ASV_000257	0.725434	1	120	0.648253	61.818182	34	55	0.618181818181818
bp_ASV_000193	bp_ASV_000271	0.775202	1	120	0.770019	74.074074	40	54	0.740740740740741
bp_ASV_000193	bp_ASV_000279	0.767201	2	119	0.72606	70.37037	38	54	0.703703703703704
bp_ASV_000193	bp_ASV_000284	0.540756	4	117	0.515219	56.756757	42	74	0.567567567567568
bp_ASV_000193	bp_ASV_000289	0.500189	1	120	0.412484	54.666667	41	75	0.546666666666667
bp_ASV_000193	bp_ASV_000302	0.710438	1	120	0.633024	65.454545	36	55	0.654545454545455
bp_ASV_000193	bp_ASV_000304	0.650533	1	120	0.523116	67.741935	42	62	0.67741935483871
bp_ASV_000193	bp_ASV_000306	0.820193	1	120	0.749239	73.584906	39	53	0.735849056603774
bp_ASV_000193	bp_ASV_000308	0.732086	1	120	0.460577	70	42	60	0.7
bp_ASV_000193	bp_ASV_000311	0.864924	4	117	0.765514	74.137931	43	58	0.741379310344828
bp_ASV_000193	bp_ASV_000319	0.846789	1	120	0.729582	69.811321	37	53	0.69811320754717
bp_ASV_000193	bp_ASV_000333	0.609792	2	119	0.529357	62.068966	36	58	0.620689655172414
bp_ASV_000193	bp_ASV_000348	0.743884	1	120	0.69031	70.689655	41	58	0.706896551724138
bp_ASV_000193	bp_ASV_000367	0.803595	1	120	0.61798	71.428571	40	56	0.714285714285714
bp_ASV_000193	bp_ASV_000380	0.651696	4	117	0.449758	53.333333	32	60	0.533333333333333
bp_ASV_000193	bp_ASV_000398	0.69811	1	120	0.462663	73.684211	42	57	0.736842105263158
bp_ASV_000193	bp_ASV_000402	0.734762	2	119	0.52925	62.711864	37	59	0.627118644067797
bp_ASV_000193	bp_ASV_000406	0.574285	4	117	0.483281	54.237288	32	59	0.542372881355932
bp_ASV_000193	bp_ASV_000413	0.6286	1	120	0.487662	60	42	70	0.6
bp_ASV_000193	bp_ASV_000415	0.705052	1	120	0.599325	64.814815	35	54	0.648148148148148
bp_ASV_000193	bp_ASV_000457	0.792082	2	119	0.680748	67.924528	36	53	0.679245283018868
bp_ASV_000193	bp_ASV_000462	0.607661	1	120	0.494999	61.403509	35	57	0.614035087719298
bp_ASV_000193	bp_ASV_000470	0.537567	2	119	0.486172	52.380952	33	63	0.523809523809524
bp_ASV_000193	bp_ASV_000511	0.648594	1	120	0.519076	56.896552	33	58	0.568965517241379
bp_ASV_000193	bp_ASV_000599	0.710841	1	120	0.58645	64.814815	35	54	0.648148148148148
bp_ASV_000193	en_ASV_00016	0.633375	1	118	0.468223	68.115942	47	69	0.681159420289855
bp_ASV_000193	en_ASV_00053	0.718549	1	120	0.674903	65.333333	49	75	0.653333333333333
bp_ASV_000193	en_ASV_00092	0.730168	1	120	0.612043	67.123288	49	73	0.671232876712329
bp_ASV_000193	en_ASV_00103	0.645135	1	120	0.475019	58.333333	49	84	0.583333333333333
bp_ASV_000193	en_ASV_00112	0.545903	5	116	0.265577	53.488372	46	86	0.534883720930233
bp_ASV_000193	en_ASV_00197	0.499505	1	116	0.353171	51.948052	40	77	0.519480519480519
bp_ASV_000193	en_ASV_00206	0.623956	1	120	0.476383	56.626506	47	83	0.566265060240964
bp_ASV_000193	en_ASV_00366	0.517862	1	120	0.433507	56.716418	38	67	0.567164179104478
bp_ASV_000193	en_ASV_00397	0.505501	3	118	0.284697	53.08642	43	81	0.530864197530864
bp_ASV_000193	en_ASV_00406	0.706556	1	120	0.604911	64.285714	36	56	0.642857142857143
bp_ASV_000193	en_ASV_00472	0.575655	1	120	0.440993	58.536585	48	82	0.585365853658537
bp_ASV_000193	en_ASV_00504	0.613799	1	120	0.478715	60.31746	38	63	0.603174603174603
bp_ASV_000193	en_ASV_00547	0.705332	1	120	0.570944	61.643836	45	73	0.616438356164384
bp_ASV_000193	en_ASV_00570	0.68108	1	120	0.63918	67.741935	42	62	0.67741935483871
bp_ASV_000193	en_ASV_00583	0.565967	1	118	0.523663	59.375	38	64	0.59375
bp_ASV_000193	en_ASV_00636	0.680202	1	120	0.559063	65.151515	43	66	0.651515151515151
bp_ASV_000193	en_ASV_00683	0.67344	1	120	0.58351	64.516129	40	62	0.645161290322581
bp_ASV_000193	en_ASV_00715	0.687858	1	118	0.651382	71.186441	42	59	0.711864406779661
bp_ASV_000193	en_ASV_00751	0.501985	5	116	0.400241	56.944444	41	72	0.569444444444444
bp_ASV_000193	en_ASV_00804	0.617602	1	118	0.473496	60.344828	35	58	0.603448275862069
bp_ASV_000193	en_ASV_00848	0.635291	1	118	0.493192	54.83871	34	62	0.548387096774194
bp_ASV_000193	en_ASV_00879	0.81966	1	118	0.742433	74.074074	40	54	0.740740740740741
bp_ASV_000193	en_ASV_00954	0.563002	1	118	0.386303	55.932203	33	59	0.559322033898305
bp_ASV_000193	en_ASV_00969	0.623332	1	118	0.557848	60.344828	35	58	0.603448275862069
bp_ASV_000193	en_ASV_00983	0.753941	1	120	0.664359	77.04918	47	61	0.770491803278688
bp_ASV_000193	en_ASV_01047	0.486301	1	120	0.392433	51.315789	39	76	0.513157894736842
bp_ASV_000193	en_ASV_01061	0.734259	1	120	0.518966	59.649123	34	57	0.596491228070175
bp_ASV_000193	en_ASV_01063	0.553687	5	116	0.508738	61.19403	41	67	0.611940298507463
bp_ASV_000193	en_ASV_01073	0.605027	1	118	0.410128	64.40678	38	59	0.644067796610169
bp_ASV_000193	en_ASV_01138	0.650078	5	116	0.434258	58.62069	34	58	0.586206896551724
bp_ASV_000193	en_ASV_01180	0.642599	5	116	0.552295	58.730159	37	63	0.587301587301587
bp_ASV_000193	en_ASV_01194	0.578393	1	118	0.494754	59.649123	34	57	0.596491228070175
bp_ASV_000193	ep_ASV_00002	0.624225	1	120	0.38569	52.475248	53	101	0.524752475247525
bp_ASV_000193	ep_ASV_00018	0.753873	1	120	0.646005	71.641791	48	67	0.716417910447761
bp_ASV_000193	ep_ASV_00029	0.694235	2	119	0.435528	71.212121	47	66	0.712121212121212
bp_ASV_000193	ep_ASV_00037	0.740464	1	120	0.653691	57.647059	49	85	0.576470588235294
bp_ASV_000193	ep_ASV_00040	0.578737	1	118	0.427742	60.655738	37	61	0.60655737704918
bp_ASV_000193	ep_ASV_00044	0.498464	1	120	0.260859	59.15493	42	71	0.591549295774648
bp_ASV_000193	ep_ASV_00070	0.765475	1	120	0.733324	80	44	55	0.8
bp_ASV_000193	ep_ASV_00081	0.63099	1	120	0.533212	76.271186	45	59	0.76271186440678
bp_ASV_000193	ep_ASV_00084	0.643072	1	120	0.747807	78.571429	44	56	0.785714285714286
bp_ASV_000193	ep_ASV_00127	0.65102	1	120	0.488729	68.181818	45	66	0.681818181818182
bp_ASV_000193	ep_ASV_00152	0.549404	1	120	0.445371	53.846154	35	65	0.538461538461538
bp_ASV_000193	ep_ASV_00162	0.525945	1	118	0.37878	52.542373	31	59	0.525423728813559
bp_ASV_000193	ep_ASV_00213	0.599691	1	120	0.56646	61.971831	44	71	0.619718309859155
bp_ASV_000193	ep_ASV_00215	0.60996	5	116	0.475783	57.894737	44	76	0.578947368421053
bp_ASV_000193	ep_ASV_00216	0.572039	5	116	0.340204	55.555556	35	63	0.555555555555556
bp_ASV_000193	ep_ASV_00246	0.747115	1	120	0.692178	71.428571	40	56	0.714285714285714
bp_ASV_000193	ep_ASV_00264	0.644976	1	120	0.395682	61.666667	37	60	0.616666666666667
bp_ASV_000193	ep_ASV_00301	0.616837	1	120	0.438238	61.016949	36	59	0.610169491525424
bp_ASV_000193	ep_ASV_00317	0.567267	15	106	0.580975	64.0625	41	64	0.640625
bp_ASV_000193	ep_ASV_00350	0.557597	2	119	0.357664	62.295082	38	61	0.622950819672131
bp_ASV_000193	ep_ASV_00357	0.490081	1	116	0.520417	58.823529	40	68	0.588235294117647
bp_ASV_000193	ep_ASV_00363	0.494011	1	120	0.339607	56.923077	37	65	0.569230769230769
bp_ASV_000193	ep_ASV_00379	0.500417	1	120	0.402154	59.090909	39	66	0.590909090909091
bp_ASV_000193	ep_ASV_00401	0.494645	1	120	0.368602	52.380952	33	63	0.523809523809524
bp_ASV_000193	ep_ASV_00460	0.53519	1	120	0.457835	53.623188	37	69	0.536231884057971
bp_ASV_000193	ep_ASV_00480	0.611804	3	118	0.506405	61.666667	37	60	0.616666666666667
bp_ASV_000193	ep_ASV_00552	0.512903	1	120	0.394233	55	33	60	0.55
bp_ASV_000197	bn_ASV_000280	0.586861	3	118	0.470752	54.545455	30	55	0.545454545454545
bp_ASV_000197	bp_ASV_000017	0.501633	2	118	0.390955	54.794521	40	73	0.547945205479452
bp_ASV_000197	bp_ASV_000059	0.634614	2	119	0.614561	60.56338	43	71	0.605633802816901
bp_ASV_000197	bp_ASV_000102	0.512451	2	119	0.499961	54.285714	38	70	0.542857142857143
bp_ASV_000197	bp_ASV_000230	0.571764	2	119	0.502932	61.904762	39	63	0.619047619047619
bp_ASV_000197	bp_ASV_000244	0.497303	6	112	0.418459	50.793651	32	63	0.507936507936508
bp_ASV_000197	bp_ASV_000302	0.638335	2	119	0.564895	54.716981	29	53	0.547169811320755
bp_ASV_000197	bp_ASV_000306	0.492151	2	119	0.522526	50.909091	28	55	0.509090909090909
bp_ASV_000197	bp_ASV_000367	0.59849	2	119	0.444136	52.631579	30	57	0.526315789473684
bp_ASV_000197	bp_ASV_000386	0.520317	2	119	0.449667	56.140351	32	57	0.56140350877193
bp_ASV_000197	bp_ASV_000398	0.696205	2	119	0.430152	63.636364	35	55	0.636363636363636
bp_ASV_000197	bp_ASV_000402	0.620742	6	115	0.464486	61.111111	33	54	0.611111111111111
bp_ASV_000197	bp_ASV_000445	0.601991	1	120	0.443834	50.943396	27	53	0.509433962264151
bp_ASV_000197	bp_ASV_000457	0.58433	1	120	0.472696	50.943396	27	53	0.509433962264151
bp_ASV_000197	bp_ASV_000462	0.628244	2	119	0.454652	50.909091	28	55	0.509090909090909
bp_ASV_000197	en_ASV_00016	0.651601	2	119	0.470793	55.072464	38	69	0.550724637681159
bp_ASV_000197	en_ASV_00406	0.599593	2	119	0.455008	50.909091	28	55	0.509090909090909
bp_ASV_000197	ep_ASV_00018	0.545239	2	119	0.429087	51.428571	36	70	0.514285714285714
bp_ASV_000197	ep_ASV_00040	0.631876	2	118	0.421403	50.847458	30	59	0.508474576271186
bp_ASV_000198	bn_ASV_000031	0.501174	1	120	0.328475	52.525253	52	99	0.525252525252525
bp_ASV_000198	bn_ASV_000272	0.510339	1	120	0.37713	55.384615	36	65	0.553846153846154
bp_ASV_000198	bp_ASV_000100	0.712034	1	120	0.498761	61.052632	58	95	0.610526315789474
bp_ASV_000198	bp_ASV_000194	0.515394	1	120	0.46533	60.9375	39	64	0.609375
bp_ASV_000198	bp_ASV_000201	0.546291	1	117	0.51303	62.068966	54	87	0.620689655172414
bp_ASV_000198	bp_ASV_000227	0.552763	3	118	0.47525	63.513514	47	74	0.635135135135135
bp_ASV_000198	bp_ASV_000238	0.62749	1	115	0.457446	59.15493	42	71	0.591549295774648
bp_ASV_000199	bn_ASV_000199	0.567442	1	119	0.183116	61.538462	56	91	0.615384615384615
bp_ASV_000210	bn_ASV_000073	0.548709	1	120	0.35421	67.142857	47	70	0.671428571428571
bp_ASV_000210	bn_ASV_000088	0.613751	1	120	0.435823	57.777778	52	90	0.577777777777778
bp_ASV_000210	bn_ASV_000102	0.549947	3	118	0.355815	58.333333	49	84	0.583333333333333
bp_ASV_000210	bn_ASV_000193	0.567946	1	120	0.542543	68.75	44	64	0.6875
bp_ASV_000210	bn_ASV_000197	0.566645	1	118	0.360947	50.746269	34	67	0.507462686567164
bp_ASV_000210	bn_ASV_000213	0.484248	1	120	0.404832	65.079365	41	63	0.650793650793651
bp_ASV_000210	bn_ASV_000230	0.624719	1	120	0.406739	61.764706	42	68	0.617647058823529
bp_ASV_000210	bn_ASV_000244	0.640168	1	120	0.376903	58.333333	42	72	0.583333333333333
bp_ASV_000210	bn_ASV_000252	0.53484	1	120	0.301968	57.575758	38	66	0.575757575757576
bp_ASV_000210	bn_ASV_000302	0.640091	1	118	0.330749	53.968254	34	63	0.53968253968254
bp_ASV_000210	bn_ASV_000333	0.556547	2	119	0.261338	53.125	34	64	0.53125
bp_ASV_000210	bn_ASV_000398	0.664773	5	116	0.485151	61.290323	38	62	0.612903225806452
bp_ASV_000210	bn_ASV_000431	0.729384	4	117	0.431347	61.666667	37	60	0.616666666666667
bp_ASV_000210	bn_ASV_000457	0.578912	1	120	0.357769	52.459016	32	61	0.524590163934426
bp_ASV_000210	bn_ASV_000476	0.652383	3	118	0.346419	53.448276	31	58	0.53448275862069
bp_ASV_000210	bn_ASV_000511	0.518514	4	117	0.314132	54.6875	35	64	0.546875
bp_ASV_000210	bn_ASV_000607	0.576825	1	119	0.360042	52.380952	33	63	0.523809523809524
bp_ASV_000210	bp_ASV_000059	0.741857	1	120	0.618471	77.464789	55	71	0.774647887323944
bp_ASV_000210	bp_ASV_000080	0.661892	1	120	0.438791	64.285714	54	84	0.642857142857143
bp_ASV_000210	bp_ASV_000088	0.646931	1	120	0.474543	65	52	80	0.65
bp_ASV_000210	bp_ASV_000102	0.694899	1	120	0.496103	71.428571	50	70	0.714285714285714
bp_ASV_000210	bp_ASV_000113	0.490939	1	120	0.302518	57.575758	38	66	0.575757575757576
bp_ASV_000210	bp_ASV_000124	0.580114	1	120	0.431585	68.35443	54	79	0.683544303797468
bp_ASV_000210	bp_ASV_000125	0.632031	1	120	0.422509	57.142857	56	98	0.571428571428571
bp_ASV_000210	bp_ASV_000146	0.562352	1	120	0.330213	55.319149	52	94	0.553191489361702
bp_ASV_000210	bp_ASV_000197	0.653509	2	119	0.452331	61.290323	38	62	0.612903225806452
bp_ASV_000210	bp_ASV_000213	0.681799	1	120	0.495179	72.580645	45	62	0.725806451612903
bp_ASV_000210	bp_ASV_000222	0.664793	1	120	0.333789	58.064516	36	62	0.580645161290323
bp_ASV_000210	bp_ASV_000230	0.821462	1	120	0.702835	86.885246	53	61	0.868852459016393
bp_ASV_000210	bp_ASV_000244	0.61484	2	119	0.46525	62.121212	41	66	0.621212121212121
bp_ASV_000210	bp_ASV_000271	0.612478	1	120	0.506462	61.666667	37	60	0.616666666666667
bp_ASV_000210	bp_ASV_000279	0.547024	2	119	0.378311	58.333333	35	60	0.583333333333333
bp_ASV_000210	bp_ASV_000302	0.682115	1	120	0.457053	56.666667	34	60	0.566666666666667
bp_ASV_000210	bp_ASV_000306	0.686621	1	120	0.529442	63.793103	37	58	0.637931034482759
bp_ASV_000210	bp_ASV_000311	0.616789	2	119	0.416514	57.575758	38	66	0.575757575757576
bp_ASV_000210	bp_ASV_000319	0.756064	1	120	0.513892	66.071429	37	56	0.660714285714286
bp_ASV_000210	bp_ASV_000333	0.503961	2	119	0.343098	59.016393	36	61	0.590163934426229
bp_ASV_000210	bp_ASV_000348	0.609073	1	120	0.506603	67.213115	41	61	0.672131147540984
bp_ASV_000210	bp_ASV_000367	0.760918	1	120	0.484592	65	39	60	0.65
bp_ASV_000210	bp_ASV_000386	0.492122	1	120	0.355255	53.030303	35	66	0.53030303030303
bp_ASV_000210	bp_ASV_000398	0.811337	1	120	0.492259	72.881356	43	59	0.728813559322034
bp_ASV_000210	bp_ASV_000402	0.759485	2	119	0.543476	70.689655	41	58	0.706896551724138
bp_ASV_000210	bp_ASV_000413	0.525692	1	120	0.372277	66.666667	46	69	0.666666666666667
bp_ASV_000210	bp_ASV_000415	0.577073	1	120	0.385202	55.932203	33	59	0.559322033898305
